language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69
zana1238,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
ikom1245,-,-,-,-,a,-,-,-,b,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
gusi1247,-,-,-,o,o,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,u,N,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
jita1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kway1241,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kara1481,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
saam1283,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
logo1258,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
masa1299,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,-,-,m,u,-,n,t,u,m,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
thar1283,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,m,o,-,n,d,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,v,-,-,-,e,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,m,o,-,n,d,o,m,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,m,o,-,n,d,o,m,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhai1238,-,-,-,-,-,-,-,-,m,o,-,-,t,o,m,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,S,a,-,-,-,-,-,-,-
moch1256,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,f,-,-,-,-,e,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,f,-,-,-,-,e,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,f,-,-,-,-,e,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,n,-,-,-,d,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,e,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gwen1239,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,w,-,-,a,k,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kahe1238,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maor1244,-,-,-,-,-,-,-,-,m,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ndzw1235,-,-,-,-,-,-,-,-,m,-,-,n,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,-,-,m,-,-,n,d,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyan1308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kund1255,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tumb1250,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
shon1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,d,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
kala1384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,d,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
vend1245,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,d,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
luya1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
nkoy1244,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-
taab1238,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,a,n,u,u,a,-,a,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
bemb1257,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,w,-,a,a,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-
lala1264,-,-,-,u,u,-,-,-,m,-,-,-,-,-,-,w,-,a,a,n,-,-,a,-,a,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,i,-,-,i,-,-,-,-,-,-,-
lamb1271,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-
kaon1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,-,n,-,-,-,-,a,m,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-
lenj1248,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-
soli1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tong1318,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,t,-,u
luba1250,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,-,a,n,-,-,-,-,a,m,-,u,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
hemb1242,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,a,n,-,-,a,-,a,m,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
sang1331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,a,n,-,-,a,-,-,-,-,a,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
song1303,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,i,-,-,-,b,-,-,a
luba1249,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
enya1247,-,-,-,-,-,-,-,-,m,-,-,m,-,-,-,w,-,a,a,n,-,-,a,-,a,m,u,u,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,h,-,i,-,-,-,i,-,-,-,-,-,-,-
song1300,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,a,m,u,u,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
holo1240,-,-,-,-,-,-,-,-,m,p,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
mitu1240,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
lega1249,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
nyan1304,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,u,-,-,-,m,-,i,i,n,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyan1304,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,i,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
amba1263,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
lozi1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kgal1244,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tswa1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
tswa1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,a,-,-,-,s,a,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
tson1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,a,-,-,n,s,a,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
xhos1239,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
zulu1248,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zulu1248,-,-,-,-,u,u,m,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,i,-,-,-,-,-,-,-
makh1261,-,-,-,-,-,-,-,-,n,-,-,-,t,-,-,h,-,i,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
makh1264,-,-,-,-,-,-,-,-,n,-,-,-,t,-,-,h,-,i,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
buyu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
song1299,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
song1299,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yans1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpuo1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nzad1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,a,-,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wuum1239,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,a,-,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lwel1234,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,a,-,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
